Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,Tax_Percent_2022,Tax_Percent_2023,Tax_Percent_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3)
Indus Towers Limited (NSEI:INDUSTOWER),NSEI:INDUSTOWER,Telecom. Services,Communication Services,27717,28382,28601,12816,18713,14044,458,85,1490,1603,1670,1864,"5,325","5,324","6,060",24%,26%,26%,47%,0%,0%,2695,2695,2695,19456,18415,24344,19726,19185,20531,6091,6278,8298,31826,32384,39300,179,355,422,1652,276,3,14311,13559,16143,9121,7905,11582,-2174,-1730,-7546,-5982,-7133,-3996,95576,355,50,"Business Overview Indus Towers is a provider of tower and related infrastructure sharing services. It is one of the largest telecom tower companies in India based on the number of towers and co-locations operated by the Company. It provides access to its towers, primarily to wireless telecommunication service providers, on a shared basis under long-term contracts. [1]",Large,16421,11339,16504,0.574140764,0.399513776,0.595446838,0.523033793,269.228169,3.341701339,14671,16568,14190,16142,358,-2139,-0.437732172,-0.341211747,27039,21110,22151,47570,40295,41877,0.345196552,0.281399677,0.39410655,0.030103093,-0.420353982,0.431595543,0.476113662,0.471046159,8.636667245,1,13.5,11.40100726,0.511938856,0.263836929,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[30031, 31533, 33109, 34765, 36503, 38328, 40244, 42257, 44370, 46588, 48917]",TRUE,"[np.float64(0.57), np.float64(0.54), np.float64(0.51), np.float64(0.48), np.float64(0.45), np.float64(0.42), np.float64(0.39), np.float64(0.36), np.float64(0.33), np.float64(0.3), np.float64(0.27)]","[np.float64(11982.37), np.float64(11919.47), np.float64(11819.91), np.float64(11681.04), np.float64(11498.44), np.float64(11268.43), np.float64(10986.61), np.float64(10648.76), np.float64(10249.47), np.float64(9783.48), np.float64(9245.31)]",-3910.09,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1157,"[1191.67, 1001.33, 829.47, 720.0, 643.7, 675.93, 709.63, 745.56, 782.59, 821.48, np.float64(3995.38)]","[1059.26, 1251.67, 1500.95, 1840.0, 2317.33, 2807.69, 3483.64, 4473.33, 6037.14, 7393.33, np.float64(3995.38)]","[1100.0, 938.75, 788.0, 690.0, 695.2, 730.0, 766.4, 958.57, 1242.94, 1706.15, np.float64(3995.38)]",0.1757,0.1227,0.1711,12116.74,36159.72,13611.39
Alps Industries Limited (NSEI:ALPSINDUS),NSEI:ALPSINDUS,Apparel,Consumer Discretionary,302,17,2,317,24,3,-3,2,4,61,55,59,5,0,0,0%,0%,0%,0%,0%,0%,39,39,39,-752,-812,-869,715,769,828,44,11,6,2,2,2,0,0,0,1,1,1,42,3,1,-59,38,42,102,0,0,-44,-39,-42,10.6,2.7,22.21,"Business Overview : [1] AIL manufactures home textile products, including bedding, window dressings, decorative pillows and accents, table linen, and kitchen linen. These products are made from vegetable-dyed fabrics, organic cotton, and recycled cotton fabrics.",Nano,58,48,46,29,2.823529412,0.152317881,10.65861576,3.925925926,5.3,15.33333333,2,4,43,3,-6,0.051724138,-0.125,-830,-773,-713,-2,-4,2,-29,-12,23,-7.5,47.5,-414,-192.25,357.5,7.60307268,1.8,18.3,4446.82791,0.5,0,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3]",FALSE,"[np.float64(29.0), np.float64(26.12), np.float64(23.23), np.float64(20.35), np.float64(17.46), np.float64(14.58), np.float64(11.7), np.float64(8.81), np.float64(5.93), np.float64(3.04), np.float64(0.16)]","[np.float64(40.6), np.float64(36.57), np.float64(32.52), np.float64(28.49), np.float64(36.67), np.float64(30.62), np.float64(24.57), np.float64(18.5), np.float64(12.45), np.float64(6.38), np.float64(0.34)]",-57.51,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[0.0, 0.0, 0.0, 0.0, 0.37, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.2)]","[0.0, 0.0, 0.0, 0.0, 1.33, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.2)]","[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.2)]",-3.9141,-9.5224,-3.9875,0.57,1.53,0.6
Arvind Limited (BSE:500101),BSE:500101,Apparel,Consumer Discretionary,8010,8382,7738,7180,7554,6858,13,100,42,197,192,193,254,253,266,38%,15%,24%,0%,37%,37%,261,262,262,2690,3084,3281,1865,1517,1448,2881,2035,2254,3481,3427,3421,46,80,117,66,211,167,4104,3180,3539,595,666,696,-121,-135,-277,-439,-534,-419,8795,336,39.59,"Leading Denim Manufacturer [1] Arvind is a leading manufacturer of denim and woven fabrics, with capacities of 100 million meters per annum (MMPA) and 150 MMPA, respectively, as of March 31, 2023. The company also produces cotton shirting, knits, Khakis, and technical textiles.",Mid,1073,1020,1027,0.138666322,0.121689334,0.128214732,0.129523463,26.17559524,1.136598604,3607.666667,3823,3471,4216,133,101,-0.134203169,-0.033333333,3543,3346,2951,4991,4863,4816,0.214986977,0.20974707,0.213247508,-5.03125,7.914893617,0.29012222,0.311947358,0.387250831,12.18276365,1.2,14.7,13.9696938,1.068194368,0.035797364,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[8125, 8531, 8958, 9406, 9876, 10370, 10888, 11433, 12004, 12604, 13235]",FALSE,"[np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.15), np.float64(0.15), np.float64(0.15), np.float64(0.15), np.float64(0.15), np.float64(0.16), np.float64(0.16), np.float64(0.16)]","[np.float64(796.25), np.float64(836.04), np.float64(877.88), np.float64(987.63), np.float64(1036.98), np.float64(1088.85), np.float64(1143.24), np.float64(1200.46), np.float64(1344.45), np.float64(1411.65), np.float64(1482.32)]",980.1,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[322.5, 270.67, 224.74, 194.78, 174.07, 182.96, 191.85, 201.85, 211.48, 222.22, np.float64(862.82)]","[286.67, 338.33, 406.67, 497.78, 626.67, 760.0, 941.82, 1211.11, 1631.43, 2000.0, np.float64(862.82)]","[297.69, 253.75, 213.5, 186.67, 188.0, 197.6, 207.2, 259.52, 335.88, 461.54, np.float64(862.82)]",0.1964,0.1031,0.1859,3059.94,9563.3,3464.17
Asian Star Company Limited (BSE:531847),BSE:531847,Apparel,Consumer Discretionary,4423,4478,3523,4289,4327,3403,2,-11,29,9,23,40,14,12,12,17%,21%,20%,3%,3%,3%,16,16,16,1297,1418,1493,691,628,741,428,446,462,228,218,223,0,1,0,83,64,80,2122,2225,2410,-176,94,-66,16,6,-4,132,-87,67,1236,772,74.66,"Business Overview: [1] [2] [3] a) ASCL procures rough diamonds at group level and processes it into cut and polished diamonds in their manufacturing facility in Surat, Gujarat. The polished diamonds are then sold across the globe b) Company is focused on Cutting and Polishing of Diamonds (CPDs) small size diamonds (less than 1 carat) which are used in studded jewelry. c) Company also manufactures diamond-studded gold and platinum jewelry. d) ASCL is partially integrated across the G&J value chain from procurement of rough diamonds, diamond cutting & polishing to jewelry manufacturing and distribution to retailers all over the world e) Company is also engaged in ownership, operation and maintenance of wind turbines for generation of electricity through wind power in India.",Small,160,174,143,0.045415839,0.038856632,0.032330997,0.038867823,1.601036269,0.350837355,2252.333333,2490,2290,2205,184,67,1.125,0.41954023,1509,1434,1313,2250,2062,2004,0.071111111,0.084384093,0.071357285,-5.079787234,0.948275862,0.329333333,0.304558681,0.344810379,3.454330415,1.4,15.9,11.80122615,1.298562477,0.001135396,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[3699, 3884, 4078, 4282, 4496, 4721, 4957, 5205, 5465, 5739, 6026]",FALSE,"[np.float64(0.05), np.float64(0.06), np.float64(0.07), np.float64(0.08), np.float64(0.09), np.float64(0.1), np.float64(0.11), np.float64(0.13), np.float64(0.14), np.float64(0.15), np.float64(0.16)]","[np.float64(129.46), np.float64(163.13), np.float64(199.82), np.float64(239.79), np.float64(283.25), np.float64(330.47), np.float64(381.69), np.float64(473.66), np.float64(535.57), np.float64(602.6), np.float64(674.91)]",779.21,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[146.67, 123.33, 102.11, 88.7, 79.26, 83.33, 87.41, 91.85, 96.3, 101.48, np.float64(392.85)]","[130.37, 154.17, 184.76, 226.67, 285.33, 346.15, 429.09, 551.11, 742.86, 913.33, np.float64(392.85)]","[135.38, 115.62, 97.0, 85.0, 85.6, 90.0, 94.4, 118.1, 152.94, 210.77, np.float64(392.85)]",0.1854,0.097,0.1754,1393.29,4356.69,1577.66
Bang Overseas Limited (BSE:532946),BSE:532946,Apparel,Consumer Discretionary,83,117,134,78,113,142,2,2,3,1,1,2,2,1,1,2%,67%,-1%,0%,0%,0%,14,14,14,83,84,76,28,33,30,20,34,39,18,18,19,0,0,0,0,0,0,126,146,139,-14,11,-13,10,-16,17,4,4,-4,84,62,52.7,"Brands They have 3 brands in their portfolio: Thomas Scott - Formal shirts, Semi-formal, and Business casual shirts [1] Italian Gold - Sourcing facility of Bang overseas Ltd. It has a tie up with Roberto Ferrari to solely market its premium fabric in India. This gives it the made-in-Italy label [2] Hammersmith - Shirts that are branded into 4 categories: Dress Shirts Luxury, Dress Shirts Exotica, Dress Shirts Classic, and Smart Shirts [3]",Micro,-6,5,6,-0.044776119,0.042735043,0.072289157,0.023416027,1.35483871,0.626865672,137,139,146,126,-12,6,-0.833333333,-2,90,98,97,120,131,125,-0.05,0.038167939,0.048,-1.545454545,5.666666667,0.25,0.251908397,0.224,4.422799423,1.6,17.1,13.93069986,0.848101266,-0.126865672,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[141, 148, 155, 163, 171, 180, 189, 198, 208, 218, 229]",FALSE,"[-0.04, -0.01, 0.02, 0.02, 0.04, 0.06, 0.08, 0.1, 0.12, 0.14, 0.16]","[-3.95, -1.04, 2.17, 2.28, 4.79, 7.56, 10.58, 13.86, 17.47, 21.36, 25.65]",42.29,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[5.83, 4.67, 3.68, 3.48, 2.96, 3.33, 3.33, 3.33, 3.7, 3.7, 14.93]","[5.19, 5.83, 6.67, 8.89, 10.67, 13.85, 16.36, 20.0, 28.57, 33.33, 14.93]","[5.38, 4.38, 3.5, 3.33, 3.2, 3.6, 3.6, 4.29, 5.88, 7.69, 14.93]",0.1352,0.0793,0.1296,52.94,164.29,59.78
Garnet International Limited (BSE:512493),BSE:512493,Apparel,Consumer Discretionary,43.84,59.33,20.31,43.56,53.39,21.67,0,0,-4.59,0.33,1.18,0.01,0.81,0.94,0,45.35%,14.66%,0.50%,0.00%,0.00%,0.00%,19.64,19.64,19.64,9.51,12.36,7.73,11.07,21.6,4.93,12.76,11.19,1.67,10.15,11.88,0.01,2.35,8.74,0.8,6.33,6.5,13.89,34.15,37.67,19.27,-3.65,-0.62,6.69,0.17,-8.48,10.06,3.51,9.36,-16.67,268,136,49.3,Business Overview: [1] Company is an investment company registered as a Non-Banking Financial Corporation under the Reserve Bank Of India. Company's textile business consists of sales of garments and dyeing through its subsidiary Sukartik Clothing Private Limited.,Micro,-1.35,7.12,0.61,-0.066469719,0.120006742,0.013914234,0.022483752,1.970588235,13.19547021,30.36333333,33.96,52.91,42.83,-9.43,11.65,-0.466666667,0.445224719,27.37,32,29.15,32.3,53.6,40.22,-0.041795666,0.132835821,0.015166584,1.831924883,1.157698057,0.152631579,0.402985075,0.275236201,2.88227751,1.6,17.1,14.92992657,0.597880483,-0.495322501,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[21, 22, 24, 25, 26, 27, 29, 30, 32, 33, 35]",FALSE,"[-0.07, -0.02, 0.02, 0.02, 0.04, 0.06, 0.08, 0.1, 0.12, 0.14, 0.16]","[-1.03, -0.31, 0.34, 0.35, 0.73, 1.13, 1.62, 2.1, 2.69, 3.23, 3.92]",7.07,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[0.58, 0.67, 1.05, 0.43, 0.37, 0.37, 0.74, 0.37, 0.74, 0.37, 2.28]","[0.51, 0.83, 1.9, 1.11, 1.33, 1.54, 3.64, 2.22, 5.71, 3.33, 2.28]","[0.53, 0.62, 1.0, 0.42, 0.4, 0.4, 0.8, 0.48, 1.18, 0.77, 2.28]",0.085,0.0594,0.083,7.97,24.4,8.88
Goldiam International Limited (BSE:526729),BSE:526729,Apparel,Consumer Discretionary,688,533,603,558,429,488,25,21,14,1,0,0,5,7,6,29%,27%,26%,12%,26%,14%,22,22,21,498,564,609,4,3,5,108,114,98,42,45,45,0,0,0,140,138,168,450,519,519,-10,65,107,95,-2,-28,-90,-31,-54,4577,429,62.38,"Product Portfolio Co is a supplier of Natural diamond jewellery and Lab grown diamond (LGD) jewellery to global retailers, departmental stores and wholesalers. Its products include Engagement Rings, Wedding Bands, Anniversary Rings, Bridal Sets, Earrings and Pendants. [1] [2] Goldiam has been transitioning from a pure natural diamond in-store jewelry company to a major supplier of Lab Grown Diamond Jewellery, with an omnichannel sales strategy. [3]",Small,115,104,131,0.190713101,0.195121951,0.190406977,0.192080676,10.66899767,7.590381426,496,687,657,590,46,61,0.156521739,0.567307692,630,586,520,635,589,524,0.181102362,0.176570458,0.25,1.52173913,-2.384615385,0.007874016,0.005093379,0.007633588,8.333333333,1.4,15.9,15.84041995,0.823770492,0.046434494,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[633, 665, 698, 733, 770, 808, 848, 891, 935, 982, 1031]",FALSE,"[np.float64(0.19), np.float64(0.19), np.float64(0.18), np.float64(0.18), np.float64(0.18), np.float64(0.18), np.float64(0.17), np.float64(0.17), np.float64(0.17), np.float64(0.16), np.float64(0.16)]","[np.float64(84.19), np.float64(88.44), np.float64(87.95), np.float64(92.36), np.float64(97.02), np.float64(101.81), np.float64(100.91), np.float64(106.03), np.float64(111.26), np.float64(109.98), np.float64(115.47)]",44.69,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[25.0, 21.33, 17.37, 15.22, 13.7, 14.07, 14.81, 15.93, 16.3, 17.41, np.float64(67.21)]","[22.22, 26.67, 31.43, 38.89, 49.33, 58.46, 72.73, 95.56, 125.71, 156.67, np.float64(67.21)]","[23.08, 20.0, 16.5, 14.58, 14.8, 15.2, 16.0, 20.48, 25.88, 36.15, np.float64(67.21)]",0.1364,0.0838,0.1313,238.35,744.88,269.88
Himatsingka Seide Limited (NSEI:HIMATSEIDE),NSEI:HIMATSEIDE,Apparel,Consumer Discretionary,3184,2678,2841,2652,2407,2240,18,75,15,181,257,296,158,164,158,33%,-15%,31%,4%,0%,2%,49,49,49,1420,1400,1510,2922,2806,2898,1236,1262,1321,3176,3084,2947,44,30,32,13,10,2,2394,2394,2796,68,354,322,-141,-10,-118,121,-401,-228,1940,154,37.24,"Business [1] Himatsingka is a vertically integrated global textile major that designs, develops, manufactures and distributes textile products. With 4 manufacturing facilities, its installed capacities for Bedding Products, Bath Products and Cotton Yarn Products are amongst the largest in the world.",Small,897,528,713,0.315733897,0.197162061,0.223932161,0.245609373,12.5974026,0.682858149,2528,2830,2434,2451,337,-43,0.244147157,-0.100378788,1559,1449,1469,4457,4255,4391,0.201256451,0.124089307,0.162377591,0.806930693,3.720588235,0.650213148,0.659459459,0.665452061,8.522424391,1.4,15.9,11.10300334,0.491777739,0.041534671,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[2983, 3132, 3289, 3453, 3626, 3807, 3998, 4197, 4407, 4628, 4859]",FALSE,"[np.float64(0.32), np.float64(0.3), np.float64(0.28), np.float64(0.27), np.float64(0.25), np.float64(0.24), np.float64(0.22), np.float64(0.21), np.float64(0.19), np.float64(0.18), np.float64(0.16)]","[np.float64(668.19), np.float64(657.72), np.float64(644.64), np.float64(652.62), np.float64(634.55), np.float64(639.58), np.float64(615.69), np.float64(616.96), np.float64(586.13), np.float64(583.13), np.float64(544.21)]",-177.11,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[118.33, 99.33, 82.63, 71.3, 64.07, 67.04, 70.74, 73.7, 77.78, 81.85, np.float64(316.77)]","[105.19, 124.17, 149.52, 182.22, 230.67, 278.46, 347.27, 442.22, 600.0, 736.67, np.float64(316.77)]","[109.23, 93.12, 78.5, 68.33, 69.2, 72.4, 76.4, 94.76, 123.53, 170.0, np.float64(316.77)]",0.1108,0.0762,0.1077,1123.54,3513.16,1272.24
K G Denim Limited (BSE:500239),BSE:500239,Apparel,Consumer Discretionary,610,530,263,583,533,264,6,5,6,25,23,26,16,16,15,12%,-25%,-28%,0%,0%,0%,26,26,26,48,21,-3,225,200,218,182,158,164,165,152,138,0,0,0,3,3,3,312,249,264,21,50,8,-3,-3,-1,-22,-48,-7,60.4,23.6,58.73,"Business Overview: [1] [2] [3] KGDL is the flagship company of the KG Group is an integrated textile apparel and branded apparel player in India. It manufactures Denim Fabric, Apparel Fabric, Readymade Garments, and Home Textile products. Presence across the entire value chain Co. has a direct presence in weaving, dyeing, and garmenting segments and does branded retailing and apparel business through its wholly owned subsidiary, Trigger Apparel Ltd. own retail outlets under its Trigger brand and distributors spread across the country.",Micro,25,20,52,0.095057034,0.037735849,0.085245902,0.072679595,2.559322034,0.229657795,275,267,252,315,9,-39,0.32,-2.1,23,47,74,241,247,299,0.10373444,0.08097166,0.173913043,44.5,1.538461538,0.904564315,0.809716599,0.752508361,11.51257221,1.6,17.1,12.0458122,0.649382716,0.003802281,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[276, 290, 304, 320, 336, 352, 370, 389, 408, 428, 450]",FALSE,"[np.float64(0.1), np.float64(0.1), np.float64(0.11), np.float64(0.11), np.float64(0.12), np.float64(0.13), np.float64(0.13), np.float64(0.14), np.float64(0.15), np.float64(0.15), np.float64(0.16)]","[np.float64(19.32), np.float64(20.3), np.float64(23.41), np.float64(24.64), np.float64(28.22), np.float64(32.03), np.float64(33.67), np.float64(38.12), np.float64(42.84), np.float64(44.94), np.float64(50.4)]",44.4,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[10.83, 9.33, 7.37, 6.96, 5.93, 5.93, 6.67, 7.04, 7.04, 7.41, np.float64(29.34)]","[9.63, 11.67, 13.33, 17.78, 21.33, 24.62, 32.73, 42.22, 54.29, 66.67, np.float64(29.34)]","[10.0, 8.75, 7.0, 6.67, 6.4, 6.4, 7.2, 9.05, 11.18, 15.38, np.float64(29.34)]",0.1424,0.084,0.1366,103.85,323.61,117.37
Morarjee Textiles Limited (BSE:532621),BSE:532621,Apparel,Consumer Discretionary,194,272,207,191,266,259,1,1,-31,55,72,80,23,23,22,-17%,0%,0%,0%,0%,0%,25,25,25,-30,-119,-304,517,525,515,145,195,267,432,410,388,0,0,0,1,0,0,224,217,116,-98,18,8,0,0,0,103,-6,-22,30.9,8.5,59.71,"Business Overview: [1] Company offers premium and high-value niche product segments with 2 divisions viz. Premium Yarn dyed shirting division and Fashion fabric division (for voile, satin, poplin, and other high-end products). It provides spinning, yarn-dyeing, weaving, printing, processing, inspection, and packing facilities with technical collaboration with a Swiss company for finishing, and a Japanese company for printing.",Nano,28,78,58,0.1352657,0.286764706,0.298969072,0.24033316,3.635294118,0.149275362,185.6666667,116,217,225,-173,-58,-6.178571429,-0.743589744,-279,-94,-5,236,431,512,0.118644068,0.180974478,0.11328125,0.333333333,-0.962962963,2.18220339,1.218097448,1.009765625,13.29552139,1.8,18.3,7.379209812,0.410714286,0,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[217, 228, 240, 252, 264, 277, 291, 306, 321, 337, 354]",FALSE,"[np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.15), np.float64(0.15), np.float64(0.15), np.float64(0.15), np.float64(0.16), np.float64(0.16), np.float64(0.16)]","[np.float64(21.27), np.float64(22.34), np.float64(23.52), np.float64(24.7), np.float64(27.72), np.float64(29.08), np.float64(30.55), np.float64(32.13), np.float64(35.95), np.float64(37.74), np.float64(39.65)]",26.26,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[8.33, 7.33, 6.32, 5.22, 4.44, 4.81, 5.19, 5.56, 5.56, 5.93, np.float64(23.08)]","[7.41, 9.17, 11.43, 13.33, 16.0, 20.0, 25.45, 33.33, 42.86, 53.33, np.float64(23.08)]","[7.69, 6.88, 6.0, 5.0, 4.8, 5.2, 5.6, 7.14, 8.82, 12.31, np.float64(23.08)]",0.1281,0.0806,0.1236,81.77,255.39,92.52
Prag Bosimi Synthetics Limited (BSE:500192),BSE:500192,Apparel,Consumer Discretionary,4,1,0,7,3,4,-12,0,3,6,6,6,5,4,4,0%,4%,0%,0%,0%,0%,77,77,77,-61,-74,-85,172,175,175,51,56,61,177,172,168,28,31,31,0,0,0,34,32,28,-3,0,1,-4,-3,-1,7,2,-1,19.5,2.62,48.18,"Business Overview: [1] PBSL is a Joint Sector Company and only industrial venture of public – private initiative in North East India promoted by the Govt of Assam through Assam Industrial Development Corporation Limited (AIDC). Company's main product Polyester Filament Yarn (Texturised, Dyed, Dope Dyed) Polyester Partially Oriented Yarn (POY) is manufactured from petrochemical feed stock which can be either PTA (Purified Terephthalic Acid) or DMT (Di-Methyl Terepthalate). PBSL's plant has been designed to use both PTA and DMT as Raw Material (dual feed capacity). Apart from this, PBSL has its own packaging unit, comprising of Corrugated Carton manufacturing plant, Paper Tube manufacturing plant and all Plastic Packaging accessories manufacturing plant",Nano,2,4,3,inf,4,0.75,inf,7.442748092,inf,31.33333333,59,63,62,-9,-4,-5,-1.75,-8,3,16,167,178,188,0.011976048,0.02247191,0.015957447,0.090909091,0.3,1.047904192,0.983146067,0.914893617,3.448504983,1.8,18.3,2.73705612,0,inf,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",FALSE,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(0.16)]","[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(0.0)]",,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.0)]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.0)]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.0)]",,,,0,0,0
