Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue
Shoppers Stop Limited (NSEI:SHOPERSTOP),NSEI:SHOPERSTOP,Retail (General),Consumer Discretionary,2519,4022,4317,2249,3327,3600,194,55,49,207,209,225,355,382,437,-53%,27%,26%,0%,0%,0%,55,55,55,21,151,246,2115,2375,2785,1591,2023,2208,1723,2097,2582,14,34,21,146,48,4,1899,2424,2688,383,543,561,-102,-29,-111,-270,-537,-479,6320,574,179,65.54,"Product Offerings The company sells a wide range of products under various private and trusted brands through its stores. Its product offerings include clothes, beauty products, home products, and various others. [1]",Mid,942,904,477,0.218207088,0.224763799,0.189360857,0.210777248,11.01045296,1.463979615,2337,2713,2506,2059,22,15,-0.09447983,-0.015486726,301,206,76,3086,2581,2191,0.305249514,0.35025184,0.217708809,0.584158416,3.853846154,0.902462735,0.920185974,0.965312643,8.888742886,1.2,14.7,9.455557011,0.81529745,0.0257123
TVS Srichakra Limited (BSE:509243),BSE:509243,Rubber& Tires,Consumer Discretionary,2543,2985,2926,2373,2751,2625,4,4,-2,34,44,48,80,92,104,27%,23%,26%,29%,32%,34%,8,8,8,963,1027,1104,610,662,842,779,757,739,708,905,1082,226,145,143,254,255,260,1171,1149,1208,-62,206,228,-282,-202,-325,348,0,101,2334,3012,33.7,45.7,"Business Segment The companyâs product portfolio includes tyres for 2/3-wheeler, Industrial Pneumatic, Farm and Implement, Skid-steer, Multi-purpose, etc. [1]",Small,349,278,204,0.119275461,0.093132328,0.080220212,0.097542667,0.774900398,0.797676008,1176,1611,1549,1651,80,-80,-0.702005731,-1.014388489,1112,1035,971,1954,1697,1581,0.178607984,0.163818503,0.129032258,-0.229571984,3.810344828,0.430910952,0.390100177,0.385831752,5.973669587,1.4,15.9,11.62263551,1.086520609,0.111073137
Gujarat Ambuja Exports Limited (NSEI:GAEL),NSEI:GAEL,Farming/Agriculture,Consumer Staples,4670,4909,4927,3983,4433,4484,54,73,144,6,13,18,97,95,121,26%,25%,23%,3%,5%,0%,23,23,46,2095,2411,2723,281,229,199,354,289,342,771,1042,1037,246,87,153,714,650,840,1022,1172,1280,596,241,213,-777,-72,-253,100,-76,-55,5422,118,17.6,63.84,Business Segments,Mid,461,489,693,0.093566065,0.099612956,0.148394004,0.113857675,45.94915254,1.100466816,1158,2273,1909,1982,311,-8,0.125813449,-0.163599182,2769,2434,2118,2968,2663,2399,0.15532345,0.183627488,0.288870363,0.059016393,0.90530303,0.067048518,0.085993241,0.117132138,5.619104448,1.2,14.7,14.09113942,1.488519637,0.051349706
DCM Shriram Industries Limited (BSE:523369),BSE:523369,Food Processing,Consumer Staples,2123,2351,2083,1981,2208,1858,24,18,23,40,34,36,33,36,39,29%,34%,33%,20%,14%,15%,17,17,17,655,699,798,566,510,529,541,724,855,584,632,627,33,2,7,25,45,51,1137,1272,1514,59,169,77,-71,-68,-43,0,-101,-22,1405,162,11.5,50.11,Business Segments,Small,261,177,182,0.125300048,0.075287112,0.085727744,0.095438301,8.672839506,0.674507921,1307.666667,1572,1319,1195,122,-59,0.302681992,-0.717514124,815,716,672,1344,1226,1238,0.194196429,0.144371941,0.147011309,-2.271186441,-19,0.39360119,0.415986949,0.457189015,6.846365827,1.4,15.9,12.33647881,0.947248749,0.020643303
Future Consumer Limited (NSEI:FCONSUMER),NSEI:FCONSUMER,Food Processing,Consumer Staples,1469,381,370,1749,459,391,-55,-155,-36,63,53,61,52,32,18,0%,1%,-1%,0%,0%,0%,1190,1192,1196,-1040,-1363,-1502,577,428,410,494,354,404,642,62,9,9,0,0,8,5,8,562,545,490,119,40,1,6,94,10,-134,-148,-18,114,0.57,,3.49,"Business Overview : [1] FCL is a part of the Future Group and operates as a food company. The companyâs line of business include branding, marketing, sourcing, manufacturing, and distribution of basic foods, ready to eat meals, snacks, beverages, dairy, personal hygiene and home care products of private label brands of the Future Group and other brands through Future group formats and outlets across India",Micro,40,-25,-217,0.108108108,-0.065616798,-0.147719537,-0.035076076,200,0.308108108,532.3333333,498,550,579,-102,111,-2.3,-8.2,-306,-171,150,104,257,727,0.384615385,-0.097276265,-0.298486933,0.071895425,2.314893617,3.942307692,1.66536965,0.793672627,12.72659018,1.6,17.1,-0.141327169,0.729783037,-0.027027027
Gokul Refoils & Solvent Limited (NSEI:GOKUL),NSEI:GOKUL,Food Processing,Consumer Staples,3053,3137,3019,3013,3081,2973,21,10,0,18,27,33,6,8,10,28%,23%,32%,0%,0%,0%,20,20,20,284,308,310,368,425,335,169,91,74,84,109,108,2,2,7,33,74,60,721,659,564,-72,92,56,-7,-22,17,66,27,-123,490,50,42.4,74.62,"Business Overview: [1] [2] GRSL is a part of the Gokul Group which is among the top 3 manufacturers and exporters of castor derivatives in India. It manufactures Edible Oils and Industrial Oil and is engaged in the business of seed processing, solvent extraction, refining of edible oils and industrial oil such as Castor Oil Company conducts its business through Gokul Agri International Limited which is a wholly-owned subsidiary of the company. It has its production facility at Sidhpur, Gujarat. Sidhpur Plant processes various types of oils including Kachi Ghani oil, Mustard oil, Groundnut oil, Refined Cottonseed oil, Soyaben Refined oil, Palmolein and Castor oil. It is also trading in agro commodities including spices in domestic and international market",Micro,79,83,58,0.026167605,0.0264584,0.018997707,0.023874571,9.8,0.162305399,648,631,735,756,-87,57,-0.886075949,0.421686747,330,328,304,665,753,672,0.118796992,0.110225764,0.086309524,1.340909091,1.037037037,0.503759398,0.564409031,0.547619048,7.031663931,1.6,17.1,12.02798108,4.085250338,-0.005631004
Neelamalai Agro Industries Limited (BSE:508670),BSE:508670,Food Processing,Consumer Staples,30,25,25,30,28,29,35,34,46,0,0,0,1,1,1,4%,4%,5%,6%,7%,8%,0.62,0.62,0.62,218,245,276,0,0,0,11,8,8,3,4,6,1,1,0,213,241,272,12,9,8,-4,-2,-4,7,4,6,-3,-1,-2,249,3999,9.97,72.45,"Business Overview: [1] Company is engaged in the Tea Plantation activity in its 2 tea estates viz. Katary & Sutton Estates , located in the Nilgiris District in Tamil Nadu, spanning an area of 635.56 Hectares. Currently, the company produces 100% Orthodox Tea . Its main business includes: a) Tea cultivation b) Tea Manufacturing c) Sales and exports of Tea",Micro,-4,-3,0,-0.16,-0.12,0,-0.093333333,0.062265566,9.96,9.666666667,280,251,226,29,28,-8.75,-10.66666667,276.62,245.62,218.62,276.62,245.62,218.62,-0.01446027,-0.012213989,0,0,-0.185185185,0,0,0,,1.6,17.1,,0.087412587,-0.24
Span Divergent Limited (BSE:524727),BSE:524727,Food Wholesalers,Consumer Staples,13.09,12.52,12.33,12.67,11.42,10.94,-7.54,-3.45,1.77,1.08,1,0.72,2.17,2.17,1.64,-2.12%,-1.81%,2.50%,0.00%,0.00%,0.00%,5.46,5.46,5.46,-3.24,-8.3,-7.35,13.19,11.15,9.11,12.27,17.02,16.64,15.36,13.12,10.75,0,0,0,4.03,3.95,4.69,8.29,8.26,8.42,7.03,1.98,2.5,-2.05,0.53,0.12,-5.5,-2.3,-2.09,16.2,29.7,18,64,"Services Offered: [1] Company is operating in various businesses through specific subsidiary firm formed for each of the businesses. a) Dryfruit Factory LLP (DFFL): Company has a plant near Ahmedabad for processing of Raw Cashew Nuts (RCNs) into a finished cashew. Its commercial production started in Q2FY18 b) Aranya Agri Biotech LLP (AABL): It is involved in Plant Tissue Culture business which falls into Agriculture Activities. It is also doing Research and Development to make new products which can be cultivated through tissue culture techniques c) Desai Farmharvest LLP: No operation has started in this LLP d) Biospan Scientific LLP (BSLLP): This focuses on areas of Microbiology, Protein research and Scientific Laboratory products. As of now, LLP has limited products under its name. e) Biospan Contamination Control Solutions Private Limited (BSCCS): BSCCS is a joint venture formed between Span Divergent Ltd. and Micronclean UK, with Span having 67% equity stake. It caters to Pharma along with Biotechnology industry having clean room consumable requirement. Products are imported from Joint Venture Partner Company from UK and other reputed companies world-wide operating in similar segment. f) Span Diagnostics LLP: No operation has started in this LLP g) Span Diagnostics South Africa (PTY) Limited: Being an inoperative entity, company has initiated process either to divest its investment from this venture or close down the same.",Nano,2.11,2.1,1.5,0.171127332,0.167731629,0.114591291,0.151150084,0.545454545,1.313868613,8.323333333,13.11,12.21,12.32,1.28,-4.86,0.663507109,-2.061904762,-1.89,-2.84,2.22,7.22,8.31,15.41,0.292243767,0.252707581,0.09733939,0.174311927,0.08028169,1.261772853,1.341756919,0.855937703,8.353344649,1.8,18.3,5.749580298,0.516764459,-0.00973236
JHS Svendgaard Laboratories Limited (NSEI:JHS),NSEI:JHS,Transportation,Consumer Staples,86,85,71,87,94,72,9,-7,4,1,1,0,7,6,6,4000%,-24%,18%,0%,0%,0%,65,78,78,121,95,91,6,3,5,30,52,22,59,65,90,20,9,1,4,3,3,140,152,102,-9,23,-9,-5,10,-22,-2,-1,2,159,18.4,,34.56,"Business Overview: [1] JHSSLL manufactures Toothbrushes, Toothpastes, Mouthwash and Denture Tablets. Apart from working on its own brands viz. Dr. Gold, Aquawhite, etc. company also offers Contract Manufacturing Partnership to brands in domestic and international markets",Micro,-1,-8,0,-0.014084507,-0.094117647,0,-0.036067385,8.641304348,2.23943662,131.3333333,106,164,164,-28,-22,50,1.5,169,173,186,174,176,192,-0.005747126,-0.045454545,0,7,0.0625,0.028735632,0.017045455,0.03125,16.66666667,1.6,17.1,17.08754789,0.362244898,0.309859155
Alphageo (India) Limited (BSE:526397),BSE:526397,Oilfield Svcs/Equip.,Energy,155,66,99,122,59,86,5,24,5,1,1,0,20,13,14,31%,27%,77%,42%,39%,1343%,6,6,6,265,277,272,0,0,0,38,7,16,65,65,59,1,2,2,26,55,30,218,168,203,79,13,1,-23,-65,11,-6,-6,-5,241,376,13.8,46.03,"Business Overview: [1] AIL provides seismic survey services to the oil exploration & production sector. It is the an Indian geophysical company providing comprehensive services covering land seismic data acquisition, its processing and interpretation",Micro,13,8,34,0.131313131,0.121212121,0.219354839,0.157293364,0.640957447,2.434343434,196.3333333,235,225,245,1,11,0.923076923,-6.75,278,283,271,278,283,271,0.04676259,0.028268551,0.125461255,-6.6,-7.416666667,0,0,0,,1.6,17.1,,0.336734694,-0.111111111
HB Stockholdings Limited (BSE:532216),BSE:532216,Brokerage & Investment Banking,Financials,18,3,44,2,5,3,0,0,0,0,0,0,0,0,0,3%,-5%,9%,5%,-38%,3%,8,8,8,61,58,95,0,1,1,2,1,6,1,2,2,0,0,0,47,45,82,23,22,25,-12,-3,33,15,-1,-31,0,1,0,68.4,98.5,2.89,53.22,"Business Overview: [1] Company is registered as Non-banking financial company Non-Systemically important Non-Deposit taking Company. It undertakes financial services, investing and sale & purchase of various kinds of securities",Micro,41,-2,16,0.931818182,-0.666666667,0.888888889,0.384680135,0.694416244,1.554545455,23.33333333,107,67,70,35,-2,0.097560976,1.5,103,66,69,104,67,69,0.394230769,-0.029850746,0.231884058,1.108108108,7.5,0.009615385,0.014925373,0,,1.6,17.1,,0.403669725,0.704545455
Joindre Capital Services Limited (BSE:531861),BSE:531861,Brokerage & Investment Banking,Financials,37.56,28.98,41.51,28.74,23.55,30.16,0.57,0,-7.01,1.05,0.7,0.66,0.31,0.47,0.56,21.79%,27.70%,84.29%,27.59%,56.17%,564.90%,13.84,13.84,13.84,55.96,57.9,58.51,5.12,4.45,14.8,57.35,35.74,86.66,1.9,1.78,1.56,0,0,0,7.67,15.83,9.44,122.7,94.32,162.81,9.56,-26.44,12.81,8.83,-2.69,16.79,-2.09,-2.84,8.11,66.9,48.4,6.92,63.68,"Registrations: [1] Company is registered with SEBI under the Stock Brokers and Sub-Brokers Regulations. Company has a Trading-cum-Clearing Membership of BSE Ltd in their Cash and Derivative segment and NSE Ltd in their Cash, Derivative, Currency Derivative segment.  Company is also registered with CDSL as a Depository Participant.",Micro,12.01,6.13,9.87,0.289327873,0.21152519,0.262779553,0.254544205,1.382231405,1.611659841,126.61,172.25,110.15,130.37,11.18,1.39,2.32889259,-0.212071778,72.35,71.74,69.8,87.15,76.19,74.92,0.137808376,0.080456753,0.131740523,1.143248175,-6.755905512,0.169822146,0.058406615,0.068339562,13.56586968,1.6,17.1,16.49982641,0.238824003,-0.404480848
Keynote Financial Services Limited (NSEI:KEYFINSERV),NSEI:KEYFINSERV,Brokerage & Investment Banking,Financials,32,16,49,11,15,13,0,0,0,1,0,0,1,1,1,14%,3320%,22%,3%,-34%,2%,6,6,6,95,93,119,28,2,1,11,9,15,16,17,17,0,0,0,62,60,84,61,33,40,-13,21,6,22,-3,-4,0,-26,-3,161,226,5.24,57.01,Business Overview: [1] Company is a Category 1 Merchant Banker  and a full service Investment Bank and  Brokerage house offering financial services,Micro,36,1,22,0.734693878,0.0625,0.6875,0.494897959,0.712389381,3.285714286,44.66666667,124,93,123,25,-28,0.583333333,-31,125,99,101,126,101,129,0.285714286,0.00990099,0.170542636,1.32,0.571428571,0.007936508,0.01980198,0.217054264,1.19047619,1.6,17.1,16.97373394,0.34751773,0.081632653
Monarch Networth Capital Limited (BSE:511551),BSE:511551,Brokerage & Investment Banking,Financials,154,162,278,79,97,100,1,0,1,2,6,13,1,1,2,25%,26%,25%,6%,8%,3%,31,34,34,137,188,312,17,3,113,462,383,349,5,8,13,0,0,0,11,21,18,631,579,778,45,-21,-134,0,-18,1,14,-5,94,3136,400,20.5,52.78,"Products & Services The Co offers a wide range of products within BFSI such as Broking services in Equity, Commodity & Currency markets, Distribution of Initial Public Offer (IPO), FPO & QIP products, Distribution of Mutual Fund products, Bonds, FDs, and NPS, Distribution of Life Insurance & General Insurance Policies of various Insurance companies, Depositary (Demat) services, Investment Banking Services and Loan against securities (LAS) & margin funding. [1]",Small,191,71,77,0.68705036,0.438271605,0.5,0.541773988,7.84,11.28057554,662.6666667,796,600,642,230,37,1.209424084,0.267605634,346,222,168,459,225,185,0.416122004,0.315555556,0.416216216,0.495726496,0.2,0.246187364,0.013333333,0.091891892,74.42304355,1.4,15.9,30.30763382,0.343634116,-0.003597122
Onelife Capital Advisors Limited (BSE:533632),BSE:533632,Brokerage & Investment Banking,Financials,6.39,5.22,37.87,6.46,6.35,31.43,0.09,0.2,2.29,0.08,1.5,1.78,0.26,0.05,0.53,25.00%,0.00%,90.03%,0.00%,0.00%,0.00%,13.36,13.36,13.36,71.14,68.66,37.34,14.94,13.17,26.17,7.52,28.5,88.06,2.22,8.82,11.42,0,0,0,6.32,20.27,27.31,98.42,94.6,126.2,-2.01,18.52,-25.15,-12.01,-12.2,13.39,13.86,-3.27,11.23,20.3,15.4,,52.1,"Services Offered: [1] a) Advisory for fund raising through Indian and global markets b) Acquaint companies on business strategies c) Assist companies in implementing corporate governance strategies, formulating business plans and management structuring d) Helps companies during the seed, growth and expansion phases as well as acquisition financing and structuring the deal e) Brokerage on the buying/selling of options /futures, commodities and NBFC activities",Nano,8.22,0.37,0.01,0.217058358,0.070881226,0.001564945,0.09650151,1.318181818,0.536044362,106.4066667,153.51,114.87,104.74,-20.92,-10.85,-0.916058394,-62.2972973,50.7,82.02,84.5,76.87,95.19,99.44,0.106933784,0.003886963,0.000100563,-1.78220524,0.275294118,0.340444907,0.138354869,0.150241352,6.242226063,1.8,18.3,14.19499227,0.229612563,-0.35357803
Shardul Securities Limited (BSE:512393),BSE:512393,Brokerage & Investment Banking,Financials,15,13,173,3,10,10,0,0,1,0,0,1,0,0,0,23%,23%,40%,0%,0%,0%,18,18,18,459,428,654,0,0,10,49,25,16,17,16,16,0,0,0,473,427,649,35,28,32,8,-18,20,-22,18,-23,0,0,10,602,68.8,3.01,74.84,"Business Overview: [1] [2] SSL is a flagship company of Shriyam Group. It used to cater to financial requirements of manufacturing and servicing industry by way of lease finance. However, due to change in policies their focus shifted to investment banking activities. SSL is also registered as Non Systematically Important Non Deposit Taking Non Banking Financial Corporation",Small,164,3,12,0.947976879,0.230769231,0.8,0.659582036,8.75,3.479768786,31.66666667,681,455,508,235,-29,1.292682927,-3.666666667,672,446,477,682,446,477,0.240469208,0.006726457,0.025157233,0.677966102,0.064516129,0.014662757,0,0,,1.4,15.9,,0.2482066,0.132947977
Steel City Securities Limited (NSEI:STEELCITY),NSEI:STEELCITY,Brokerage & Investment Banking,Financials,67,59,63,47,43,45,0,0,0,1,1,1,1,1,1,27%,26%,27%,33%,40%,38%,15,15,15,90,96,103,0,1,5,77,71,86,9,26,25,7,4,4,6,6,7,159,147,174,28,16,-19,-3,-10,3,-6,-3,-1,144,95.3,8.66,70.86,"Business Overview: [1] Company is in the business of retail stock broking operations in Tamil Nadu, Karnataka, Orissa, Chattisgarh, and Maharashtra. It provides a trading platform for **Capital Market, Futures & Options, Commodities and Currency Derivatives from NSE, BSE, MCX, MSE, and NCDEX. **",Micro,19,17,21,0.301587302,0.288135593,0.313432836,0.30105191,1.511017838,2.285714286,160,185,157,172,13,-9,0.842105263,-1.117647059,118,111,105,123,112,105,0.154471545,0.151785714,0.2,0.363636364,-1.142857143,0.040650407,0.008928571,0,inf,1.6,17.1,inf,0.3,-0.047619048
Maha Rashtra Apex Corporation Limited (BSE:523384),BSE:523384,Financial Svcs. (Non-bank & Insurance),Financials,8,9,9,9,52,4,3,2,342,0,0,0,0,0,0,30%,0%,0%,0%,0%,0%,14,14,14,136,99,447,0,0,0,110,96,87,3,3,3,0,0,0,236,188,519,22,18,27,-2,-8,-9,1,5,6,1,1,0,179,127,0.51,62.54,Services Offered: [1] a) Leasing Financing b) Hire purchase c) Bill discounting d) Providing Loans,Micro,5,-43,-1,0.555555556,-4.777777778,-0.125,-1.449074074,1.409448819,19.88888889,22.33333333,546,206,258,349,-38,71,0.76744186,461,113,150,461,113,150,0.010845987,-0.380530973,-0.006666667,0,-0.027027027,0,0,0,,1.6,17.1,,0.016393443,-0.666666667
Mukesh Babu Financial Services Limited (BSE:530341),BSE:530341,Financial Svcs. (Non-bank & Insurance),Financials,22.31,11.43,17.72,17.71,2.38,7.2,0,0.08,0.12,2.03,2.14,2.4,0.23,0.18,0.16,23.50%,29.81%,27.23%,43.34%,17.17%,14.20%,6.97,6.97,6.97,198.55,196.79,277.45,21.79,26.05,29.52,55.78,55.4,78.55,2.25,2.07,2.03,0,0,0,72.96,80.77,111.35,207.88,202.37,279.11,3.56,5.94,-3.49,-6.87,-8.47,0.43,-7.32,3.43,2.63,101,145,18.4,62.86,"Business Overview: [1] MBFSL is a Non Systematically Important Non Deposit Taking Non-Banking Financial Company. It is in the business of investment banking and financing. It provides research based investment in shares, offers corporate lending, etc.",Micro,12.92,11.19,6.63,0.729119639,0.979002625,0.297176154,0.668432806,0.696551724,5.699774266,229.7866667,390.46,283.14,280.84,84.17,2.68,6.547987616,-0.517426273,284.42,203.76,205.52,313.94,229.81,227.31,0.041154361,0.048692398,0.029167217,0.074765244,-4.352,0.094030707,0.11335451,0.095860279,8.553750867,1.6,17.1,16.29639016,0.045147647,-0.024266366
Dhunseri Ventures Limited (BSE:523736),BSE:523736,Investments & Asset Management,Financials,272,232,403,201,232,350,407,746,184,5,6,16,23,22,29,20%,25%,21%,4%,3%,11%,35,35,35,2027,2602,2924,115,365,377,281,528,592,74,77,628,84,536,55,2079,2513,2772,220,404,473,-26,143,-7,13,-303,24,7,194,-51,1132,326,6.52,75,Experienced promoters The promoters have  vast industry experience of over 40 years in the field of Tea and Petrochemicals. [1],Small,69,6,76,0.171215881,0.025862069,0.279411765,0.158829905,3.472392638,2.808933002,365.6666667,3300,3453,2383,-217,823,-2.797101449,86.66666667,2959,2637,2062,3336,3002,2177,0.020683453,0.001998668,0.034910427,0.511976048,-0.048484848,0.113009592,0.12158561,0.052824989,3.411897845,1.4,15.9,14.48872467,0.102596741,-0.05955335
Nalwa Sons Investments Limited (BSE:532256),BSE:532256,Investments & Asset Management,Financials,97,134,89,17,8,14,0,0,1,0,1,0,0,0,0,18%,26%,25%,0%,0%,0%,5,5,5,7934,7988,12600,0,0,0,1477,1448,1951,0,0,0,0,0,0,9079,9081,14148,338,361,407,42,72,41,-41,-68,-30,0,-1,0,3071,5979,37,55.61,"Company History The Co. was known as Jindal Strips, it was initially formed and promoted by Shri. O.P. Jindal and associates for manufacturing HR Steel Strips at Hisar, Haryana. As a part of restructuring the company, Jindal Strips has demerged its Stainless Steel division to Jindal Stainless Steel Ltd & Jindal Strips was registered as an NBFC Company. In FY20 the Co.changed the nature of its business from NBFC to Non-NBFCs. [1]",Small,75,127,80,0.842696629,0.947761194,0.824742268,0.871733364,0.513631042,34.50561798,368.6666667,14555,9442,9417,4610,54,61.06666667,-0.11023622,12605,7993,7939,12605,7993,7939,0.00595002,0.015888903,0.010076836,-0.009757155,0.685185185,0,0,0,,1.4,15.9,,0.006114737,0.337078652
SIL Investments Limited (BSE:521194),BSE:521194,Investments & Asset Management,Financials,49,44,51,7,7,11,1,6,3,1,4,0,1,2,2,19%,24%,27%,8%,9%,9%,11,11,11,2343,1688,2187,49,46,0,266,145,226,97,95,112,0,4,0,2430,1716,2245,141,74,65,30,100,16,-64,-88,14,46,-6,-48,573,539,17.4,63.79,Business Overview: [1] SILI is a Systematically Important Non-Deposit Accepting or Holding Non-Banking Financial Company which is engaged in the business of investment and lending activities,Small,40,41,43,0.784313725,0.931818182,0.87755102,0.864560976,1.063079777,11.23529412,93.33333333,2310,1794,2571,435,-656,11.225,-18.14634146,2198,1699,2354,2198,1745,2403,0.018198362,0.023495702,0.017894299,0.015452539,0.007598784,0,0.026361032,0.020391178,,1.4,15.9,,0.021056978,-0.274509804
Ambalal Sarabhai Enterprises Limited (BSE:500009),BSE:500009,Drugs (Pharmaceutical),Health Care,197,170,173,171,162,167,33,12,10,2,3,6,2,3,4,13%,25%,15%,0%,0%,0%,77,77,77,43,54,60,27,45,46,84,70,67,58,85,88,12,4,0,33,32,30,128,125,133,11,6,5,5,-17,-1,-19,9,-3,337,44,25.3,31.35,"Business Overview : [1] ASE is a pharmaceutical health care companies, which through its group companies, manufactures and markets pharmaceutical, molecular diagnostics, and electronics products in India and abroad",Micro,12,11,28,0.069364162,0.064705882,0.14213198,0.092067341,7.659090909,1.947976879,128.6666667,163,161,173,5,2,0.333333333,-1.363636364,137,131,120,183,176,147,0.06557377,0.0625,0.19047619,0.428571429,-0.931034483,0.25136612,0.255681818,0.183673469,9.039184112,1.6,17.1,15.07378398,0.689243028,0.005780347
Kopran Limited (BSE:524280),BSE:524280,Drugs (Pharmaceutical),Health Care,478,551,615,390,499,540,11,3,15,5,6,9,11,13,13,25%,24%,25%,24%,53%,28%,48,48,48,378,391,443,75,75,99,110,135,153,151,165,182,36,70,97,0,0,0,425,415,465,-33,34,43,-84,-13,-44,123,-20,1,885,185,16.7,44.45,"Business Verticals FY24 1. API Vertical (~54%): WOS Kopran Research Laboratories operates the API vertical. [1] The co. undertakes development, manufacturing, and sale of diverse Active Pharmaceutical Ingredients and Advanced Intermediates. It is one of the leaders in Atenolol. [2]",Small,84,58,93,0.136585366,0.105263158,0.194560669,0.145469731,4.783783784,1.43902439,435,562,485,461,59,-1,0.178571429,-0.24137931,491,439,426,590,514,501,0.142372881,0.112840467,0.185628743,0.842105263,5.615384615,0.16779661,0.145914397,0.149700599,7.919191919,1.4,15.9,14.56084746,0.826612903,0.071544715
Orchid Pharma Limited (NSEI:ORCHPHARMA),NSEI:ORCHPHARMA,Drugs (Pharmaceutical),Health Care,560,666,819,505,581,708,67,52,31,33,33,17,87,55,33,0%,0%,-3%,0%,0%,0%,41,41,51,607,648,1119,268,331,135,195,205,249,584,573,620,10,46,31,45,44,46,472,561,857,92,18,126,113,-31,-312,-217,31,167,6815,1340,57.3,69.84,"Product Segments FY24 The company operates mainly in the Cephalosporins-based active pharmaceutical ingredients (API) business. These APIs are primarily used in anti-bacterial, anti-biotic, and anti-inflammatory formulations. [1] [2]",Mid,128,118,88,0.156288156,0.177177177,0.157142857,0.163536064,5.085820896,8.321123321,630,934,651,527,239,114,-0.5703125,0.703389831,1170,689,648,1305,1020,916,0.098084291,0.115686275,0.096069869,0.536842105,1.019230769,0.103448276,0.324509804,0.292576419,11.62527132,1.2,14.7,14.38192462,0.527027027,0.380952381
Strides Pharma Science Limited (NSEI:STAR),NSEI:STAR,Drugs (Pharmaceutical),Health Care,3070,3688,4051,3201,3544,3484,-112,92,-95,177,261,314,233,243,221,-27%,-21%,50%,0%,-7%,-33%,90,90,92,2269,2122,2034,3025,3030,2517,1556,1352,1157,2347,2311,1865,291,151,162,540,490,303,3762,3642,3470,-258,44,701,-119,302,-150,421,-214,-693,5271,571,26.5,26.82,"About [1] Incorporated in 1990, Strides operates in the pharmaceutical industry, manufacturing generic formulations in various dosage forms.",Mid,881,405,46,0.217477166,0.109815618,0.014983713,0.114092166,9.23117338,1.301160207,3624.666667,3935,4283,4593,-153,-106,-0.343927355,0.483950617,2126,2212,2359,4643,5242,5384,0.189748008,0.077260588,0.008543834,-0.606010017,-4.352112676,0.542106397,0.578023655,0.561849926,8.980089969,1.2,14.7,11.59920018,0.698448276,0.037027894
Venus Remedies Limited (BSE:526953),BSE:526953,Drugs (Pharmaceutical),Health Care,597,552,596,535,492,537,8,10,12,0,0,0,34,32,26,-12%,30%,36%,0%,0%,0%,13,13,13,427,447,474,43,42,41,97,98,98,241,216,219,25,26,21,0,20,19,314,339,368,41,37,37,-17,-58,-8,-9,-1,-1,365,272,16.5,41.76,"Business Overview: [1] [2] VSR is one of the largest manufacturers of meropenem antibiotics and emerging player in AMR drug in India. It offers a wide range of pharmaceutical products that cater to various therapeutic areas, including anti infective (antibiotics), antimicrobial resistance, oncology, neurology, pain management, skin & wound care. Company has 1040+ marketing authorizations globally, 135+ patents and 180+ product basket which includes formulations such as injectables, tablets, and topical preparations",Micro,59,60,62,0.098993289,0.108695652,0.103852596,0.103847179,1.341911765,0.612416107,340.3333333,408,385,339,23,45,0.254237288,-0.216666667,487,460,440,528,502,483,0.111742424,0.119521912,0.128364389,1.692307692,-2.368421053,0.077651515,0.083665339,0.089026915,0,1.6,17.1,15.77215909,0.950558214,0.013422819
